Timestamp,Name:,Roll Number:,Department,What is your sleeping pattern?,What is your study habit preference?,What kind of sleeping environment do you prefer?,What is your food preference?,Are you comfortable sharing a room with someone with a different food habit?,Do you consider yourself more of an:,Do you have any health conditions or allergies your roommate should know? (If no enter 'Nil'),How open are you to adjusting if you don’t get roomate of similar choice?
10/22/2025 01:17:00,Kumaravel S,24MEC253,Mechanical,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/13/2025 00:28:00,Karthick Raj,24ECE840,ECE,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/04/2025 04:00:00,Saran Raj,24MEC917,Mechatronics,10 PM – 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Ambivert,NIL,Somewhat flexible
10/20/2025 23:13:00,Suresh Babu,24EIE869,EIE,After 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Introvert,None,Very flexible
10/12/2025 05:56:00,Prasanna Kumar,24CHE609,Chemistry,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,NIL,Somewhat flexible
10/11/2025 08:03:00,Nithesh,24PHY535,Physics,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Vegetarian,Yes,Introvert,No,Somewhat flexible
10/06/2025 23:09:00,Jagadeesh,24CSE296,CSE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/05/2025 10:56:00,Siva Prakash,24MEC787,Mechanical,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Dust allergy,Somewhat flexible
10/09/2025 20:21:00,Varun Kumar,24MEC610,Mechanical,After 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/09/2025 14:50:00,Madhan Kumar,24MEC941,Mechatronics,After 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Introvert,No,Somewhat flexible
10/16/2025 21:38:00,Gopi Nath,24BIO944,Biotechnology,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",No preference,Yes,Ambivert,Asthma,Very flexible
10/06/2025 07:49:00,Ramesh V,24IT960,IT,After 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/14/2025 00:42:00,Varun Kumar,24ECE139,ECE,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/08/2025 09:35:00,Karthikeyan A,24MEC160,Mechatronics,After 12 AM,I prefer studying in silence,"Flexible, can adjust",Vegan,Yes,Ambivert,Nil,Somewhat flexible
10/09/2025 11:41:00,Ragul S,24ECE687,ECE,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Extrovert,Dust allergy,Somewhat flexible
10/14/2025 02:25:00,Prasanna Kumar,24CHE868,Chemistry,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/02/2025 11:14:00,Arun Kumar,24MEC207,Mechanical,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Extrovert,None,Very flexible
10/14/2025 13:46:00,Ganesh Kumar,24AIM884,AIML,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,No,Introvert,None,Very flexible
10/16/2025 10:06:00,Prem Kumar,24MEC869,Mechanical,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",No preference,No,Extrovert,NIL,Very flexible
10/04/2025 15:34:00,Saran Raj,24EIE431,EIE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Extrovert,None,Somewhat flexible
10/05/2025 02:16:00,Ashok Kumar,24MEC907,Mechanical,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/13/2025 04:30:00,Lokeshwaran,24CHE255,Chemistry,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Extrovert,None,Somewhat flexible
10/07/2025 16:37:00,Balamurugan,24EIE987,EIE,Before 10 PM,I prefer group study,Complete darkness,Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/18/2025 19:19:00,Logesh Kumar,24EEE880,EEE,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/11/2025 10:51:00,Yuvaraj,24MEC479,Mechatronics,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/17/2025 17:08:00,Elango,24ECE951,ECE,After 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Nil,Very flexible
10/17/2025 00:53:00,Naveen Raj,24ECE399,ECE,10 PM – 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/13/2025 02:55:00,Muthukumar S,24EIE800,EIE,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/16/2025 23:24:00,Karthikeyan A,24ECE900,ECE,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,No,Extrovert,NIL,Somewhat flexible
10/10/2025 16:33:00,Ganesh Kumar,24EIE756,EIE,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,NIL,Somewhat flexible
10/18/2025 01:46:00,Lokesh P,24CSE879,CSE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/08/2025 07:29:00,Praveen Kumar,24BIO651,Biotechnology,10 PM – 12 AM,I prefer studying in silence,Complete darkness,No preference,Yes,Introvert,Nil,Somewhat flexible
10/10/2025 16:34:00,Naveen Raj,24CHE201,Chemistry,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,NIL,Very flexible
10/09/2025 02:39:00,Muthukumar S,24BIO695,Biotechnology,Before 10 PM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/12/2025 19:35:00,Muthukumar S,24CHE117,Chemistry,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/20/2025 02:23:00,Vasanth Kumar,24EIE450,EIE,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/17/2025 17:38:00,Vijay Anand,24AIM174,AIML,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Nil,Very flexible
10/14/2025 17:05:00,Vimal Raj,24AIM922,AIML,After 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Introvert,No,Very flexible
10/17/2025 17:43:00,Balaji D,24EIE248,EIE,Before 10 PM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/02/2025 05:25:00,Prasanna Kumar,24CHE124,Chemistry,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,No,Extrovert,None,Very flexible
10/11/2025 15:45:00,Vimal Raj,24ECE522,ECE,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Vegetarian,No,Extrovert,Dust allergy,Somewhat flexible
10/10/2025 15:45:00,Prem Kumar,24AIM895,AIML,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/08/2025 08:37:00,Rajeshwaran,24MEC170,Mechanical,After 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/21/2025 14:46:00,Siva Prakash,24AIM220,AIML,Before 10 PM,I prefer group study,Complete darkness,Vegetarian,Yes,Introvert,Nil,Very flexible
10/19/2025 11:57:00,Dharanesh,24BIO469,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,None,Not flexible
10/02/2025 02:29:00,Siva Prakash,24AIM327,AIML,After 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,NIL,Very flexible
10/04/2025 00:15:00,Vinoth Kumar,24MEC342,Mechatronics,Before 10 PM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/12/2025 22:44:00,Sivakumar P,24ECE162,ECE,Before 10 PM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/07/2025 14:51:00,Balaji D,24CHE774,Chemistry,10 PM – 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/15/2025 17:14:00,Saravanan M,24CHE582,Chemistry,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",No preference,Yes,Ambivert,Dust allergy,Very flexible
10/02/2025 12:16:00,Yuvaraj,24EEE761,EEE,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/16/2025 07:00:00,Vimal Raj,24EIE104,EIE,After 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Extrovert,No,Very flexible
10/17/2025 19:50:00,Kishore R,24MEC968,Mechatronics,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/06/2025 09:30:00,Hariharan,24MEC449,Mechatronics,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,No preference,Yes,Ambivert,Diabetes,Somewhat flexible
10/02/2025 11:37:00,Jagadeesh,24ECE887,ECE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/12/2025 20:21:00,Sathish K,24EEE585,EEE,Before 10 PM,I prefer group study,Complete silence,Vegan,Yes,Extrovert,Asthma,Somewhat flexible
10/13/2025 23:39:00,Surya Narayanan,24CHE375,Chemistry,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/02/2025 00:40:00,Ashok Kumar,24BIO255,Biotechnology,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/11/2025 11:50:00,Mathesh R,24CSE416,CSE,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,None,Very flexible
10/09/2025 22:41:00,Santhosh K,24CHE759,Chemistry,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
